timestamp,latitude,longitude,altitude
1771580077399012226,40.35487260026119,-3.74128511175517,676.2692186133376
1771580077507125878,40.35487260171591,-3.7412851158999434,676.2693198195607
1771580077599199850,40.35487260330813,-3.7412851223007477,676.2694356335134
1771580077699553492,40.354872588015745,-3.7412850839090437,676.2677444060885
1771580077799176151,40.354872588754894,-3.7412850869640533,676.2678287363113
1771580077899597742,40.35487258995856,-3.7412850899975236,676.2679236270035
1771580077999074444,40.35487259053725,-3.741285095270786,676.2679767662926
1771580078099368202,40.3548725907821,-3.7412851005680174,676.2680271040166
1771580078199151269,40.35487259219972,-3.7412851037026997,676.2680767378316
1771580078299697655,40.35487259256957,-3.741285107953151,676.2682652524422
1771580078399307828,40.35487259277612,-3.741285115370967,676.2682040490372
1771580078500079159,40.3548725948968,-3.741285119990115,676.268201541387
1771580078599331422,40.35487259646817,-3.7412851228328825,676.2683721243382
1771580078699688256,40.35487257438138,-3.7412850683074925,676.2677742439769
1771580078799125918,40.35487257477338,-3.741285072937887,676.2676884517526
1771580078899671716,40.354872574171296,-3.741285079655837,676.2678348407636
1771580078999172829,40.35487257429659,-3.7412850826875808,676.2679209902866
1771580079099661605,40.3548725751656,-3.741285085436357,676.2678790803199
1771580079199115253,40.35487257519133,-3.7412850895725014,676.2680163182051
1771580079299529633,40.35487257545314,-3.7412850935329964,676.2680333795904
1771580079399191840,40.3548725762467,-3.7412850975520273,676.2680230239862
1771580079508766121,40.35487257654675,-3.741285101365292,676.2681461121026
1771580079599324206,40.354872577053875,-3.74128510502181,676.2681115219578
1771580079699734139,40.35487256643196,-3.741285062052033,676.2681161512435
1771580079799360964,40.35487256657817,-3.741285065909326,676.2681087448699
1771580079899689781,40.354872567203685,-3.7412850684457193,676.2680765121085
1771580079999261718,40.35487256759272,-3.741285070867926,676.2681288911981
1771580080099677050,40.35487256791723,-3.7412850736824677,676.2681723112055
1771580080199152112,40.354872568727544,-3.7412850769975057,676.2681595730672
1771580080299615223,40.35487256936651,-3.7412850803433066,676.268180438643
1771580080399260886,40.35487256950904,-3.7412850839363787,676.2682271456144
1771580080500057821,40.354872569521085,-3.74128508739005,676.2681857420948
1771580080599314475,40.35487257085192,-3.7412850906923714,676.268225068911
1771580080699751419,40.354872560211675,-3.7412850590207665,676.2696125776405
1771580080799132808,40.35487255900731,-3.741285061521533,676.269729641926
1771580080899570970,40.354872559136076,-3.7412850646686993,676.2697761219497
1771580080999073632,40.35487255950159,-3.7412850667447155,676.2697295849237
1771580081099631655,40.35487255855804,-3.7412850693867665,676.2698399019991
1771580081199160170,40.354872557785114,-3.7412850738570635,676.2699340142276
1771580081299676665,40.35487255885036,-3.7412850778556646,676.2698131876106
1771580081399178368,40.35487255874953,-3.7412850810446088,676.269887583824
1771580081507345547,40.35487255620084,-3.741285084405821,676.2701399049029
1771580081599284836,40.354872556640046,-3.741285087691247,676.27003792765
1771580081699876762,40.35487256295771,-3.741285062201192,676.2689364726597
1771580081799326897,40.3548725624084,-3.741285063876246,676.2688488979497
1771580081899673281,40.35487256148619,-3.741285068261429,676.2688213710259
1771580081999192695,40.35487256066373,-3.741285072904749,676.2690033951563
1771580082099503000,40.354872559994746,-3.741285074795889,676.2689334283306
1771580082199205475,40.35487256021057,-3.7412850755004747,676.2689347286474
1771580082299756226,40.35487255898468,-3.7412850790488412,676.2689685226148
1771580082399206633,40.35487255202944,-3.741285082166328,676.268609639583
1771580082507038050,40.35487252971225,-3.7412850778274023,676.2676575183193
1771580082599264123,40.354872477775594,-3.7412850617028583,676.2664275249365
1771580082699758186,40.35487238989078,-3.741284999932015,676.2648389425319
1771580082799095362,40.35487224030445,-3.7412849567169824,676.2645442758097
1771580082899536668,40.35487204772748,-3.7412849006813986,676.2649060655855
1771580082999127039,40.354871821672994,-3.741284830670514,676.2649195129854
1771580083099448376,40.354871559595395,-3.741284750516776,676.2644778998314
1771580083199068065,40.354871250829,-3.741284659386728,676.2644926631253
1771580083299405607,40.354870896602534,-3.741284552776714,676.2645614660975
1771580083399053774,40.35487049881908,-3.741284432923348,676.2643650045834
1771580083499913478,40.35487005873172,-3.7412843020700643,676.2645228300344
1771580083599084039,40.35486957881942,-3.7412841609791485,676.2651048864121
1771580083699574872,40.354869071237815,-3.741283972613171,676.2614140811274
1771580083799086539,40.354868513951025,-3.7412838102093793,676.2614026010847
1771580083899427598,40.354867916757684,-3.7412836321766982,676.2615066804168
1771580083999060608,40.3548672733258,-3.7412834334885954,676.2617782792139
1771580084099414935,40.35486657391725,-3.741283219420022,676.2624686729935
1771580084198915913,40.35486581321004,-3.7412829975132844,676.2628734691018
1771580084299366478,40.35486499638507,-3.7412827581101316,676.2621805280439
1771580084398904981,40.35486413445086,-3.7412824926454604,676.2615378166765
1771580084507174065,40.35486322538767,-3.741282219538495,676.2616983974982
1771580084599144621,40.35486227168514,-3.7412819444006646,676.2622913346426
1771580084699660284,40.35486128642965,-3.741281688858516,676.2625935327533
1771580084798954079,40.35486024458416,-3.741281377361564,676.2632113878618
1771580084899378343,40.35485915177043,-3.7412810504716663,676.2641139448261
