timestamp,latitude,longitude,altitude
1771579848700784646,40.35481688930467,-3.741268095658969,676.3276029924476
1771579848800416420,40.35481689207393,-3.7412680927625614,676.3274931445374
1771579848900846669,40.35481689576827,-3.7412680885989276,676.327297042379
1771579849000287720,40.35481689910213,-3.741268082540718,676.3271564521774
1771579849100742506,40.35481690269271,-3.741268077290696,676.3269913705063
1771579849200466154,40.35481690749969,-3.741268072144102,676.3267555838689
1771579849300789484,40.354816912004964,-3.7412680664884816,676.3265258265906
1771579849400329646,40.354816916497164,-3.7412680612216045,676.3262617778225
1771579849505904598,40.3548169199305,-3.741268054534776,676.3260875096796
1771579849600480974,40.354816922586345,-3.74126804721361,676.3261050616723
1771579849700980366,40.35481689598131,-3.741268086277759,676.3260844182373
1771579849800750068,40.3548169008411,-3.741268083902049,676.325675640499
1771579849900806720,40.354816904194365,-3.7412680827828177,676.3254876316926
1771579850000423162,40.35481690817773,-3.7412680801901543,676.3253046337537
1771579850100838380,40.35481691274105,-3.7412680759005683,676.3250868954212
1771579850200278915,40.35481691662209,-3.741268074001673,676.3250219057962
1771579850300756852,40.35481692106863,-3.7412680708925903,676.3247897791298
1771579850400293574,40.35481692685099,-3.741268064080183,676.3244871123042
1771579850501094325,40.35481693180299,-3.741268059238847,676.3243094587183
1771579850600612543,40.35481693690469,-3.741268057667622,676.3242261714695
1771579850700896794,40.3548168972843,-3.741268073449966,676.3274479646572
1771579850800263650,40.35481690063376,-3.741268067342961,676.3274023658215
1771579850900781446,40.35481690359898,-3.741268065254686,676.3273486898522
1771579851000339994,40.35481690746571,-3.741268064338061,676.3271816671439
1771579851100646179,40.35481691134856,-3.7412680610511337,676.3271058406932
1771579851200375658,40.354816914576496,-3.7412680571173147,676.3270259296612
1771579851300910872,40.35481691810621,-3.7412680555553357,676.3268685317081
1771579851400332781,40.35481692167717,-3.741268055954975,676.3267305621125
1771579851506022666,40.35481692568332,-3.741268053363526,676.3266122026043
1771579851600458675,40.35481693036628,-3.741268049150791,676.3264671849972
1771579851700992581,40.354816884963604,-3.741268084426582,676.3298011149683
1771579851800455689,40.354816887241284,-3.741268084744702,676.3297203515287
1771579851900889630,40.35481688957917,-3.741268083796617,676.3296264683314
1771579852000424468,40.354816892054764,-3.7412680813286174,676.3295810750623
1771579852100755540,40.3548168950641,-3.7412680793845325,676.3294829402564
1771579852200306140,40.35481689773035,-3.7412680786234325,676.3293856125
1771579852300737107,40.354816900095464,-3.74126807817142,676.3292941363667
1771579852400407037,40.35481690304664,-3.7412680768460915,676.3292017371112
1771579852501094736,40.35481690634112,-3.7412680754211354,676.3291067358057
1771579852600422322,40.35481690940493,-3.7412680754610097,676.32901246448
1771579852700856812,40.35481686453274,-3.7412680947477446,676.3292559492018
1771579852800335756,40.354816865864365,-3.7412680942648144,676.3291632960558
1771579852900830819,40.354816866895035,-3.741268094084966,676.3290877370774
1771579853000258582,40.35481686757569,-3.741268095322854,676.3289876844669
1771579853100626872,40.35481686836142,-3.741268096683921,676.3288754830255
1771579853200267598,40.35481686918521,-3.741268096377349,676.3287674810127
1771579853300859564,40.35481687000718,-3.741268096106574,676.3286783464622
1771579853400351112,40.35481687081306,-3.7412680967961838,676.328583363055
1771579853505983180,40.354816871472224,-3.7412680976557953,676.3284906552377
1771579853600487508,40.354816872334375,-3.7412680978380237,676.3283930819688
1771579853701014470,40.354816861616854,-3.7412681060340502,676.3285710421258
1771579853800520518,40.35481686153102,-3.7412681067449203,676.3284770947096
1771579853900877435,40.35481686095657,-3.741268108313923,676.3283876462037
1771579854000522786,40.35481686033555,-3.7412681092980735,676.3283201773982
1771579854100803898,40.3548168598745,-3.741268109805311,676.328248657351
1771579854200346753,40.35481685918108,-3.74126811065017,676.3281863336331
1771579854300877754,40.35481685812406,-3.741268111848386,676.3281426072201
1771579854400359507,40.35481685683424,-3.741268113038383,676.3280714402081
1771579854505924583,40.35481685549552,-3.7412681139074766,676.3279996417068
1771579854600509370,40.354816854162856,-3.7412681147455875,676.3279607770074
1771579854701061314,40.35481684692226,-3.7412681146150693,676.3299852807377
1771579854800366830,40.35481684481258,-3.7412681154404663,676.329951795284
1771579854900843092,40.35481684249059,-3.741268115965346,676.3299295134314
1771579855000337390,40.35481683975238,-3.741268116551776,676.3298936757067
1771579855100814402,40.354816836879,-3.741268117873305,676.329812494151
1771579855200315045,40.35481683386242,-3.7412681191948205,676.3297145696922
1771579855300833468,40.354816830371384,-3.741268119451019,676.329620163433
1771579855400339007,40.35481682655831,-3.7412681197976676,676.3295347018131
1771579855501411995,40.35481682279609,-3.7412681202939977,676.3294294665151
1771579855600561128,40.35481681880689,-3.741268121046243,676.3293152534991
1771579855701054706,40.354816844585535,-3.7412681144378515,676.3283245384467
1771579855800528196,40.35481684134589,-3.7412681143147983,676.328206169696
1771579855901004115,40.35481683777994,-3.74126811437662,676.3280831513738
1771579856000584560,40.35481683419506,-3.7412681145499,676.3279518775826
1771579856100887932,40.35481683019399,-3.74126811462571,676.3277994716134
1771579856200463367,40.3548168263113,-3.741268114870909,676.3276491373919
1771579856300927376,40.35481682232996,-3.7412681153030376,676.3275074060546
1771579856400421462,40.35481681849523,-3.7412681153299907,676.3273952065464
1771579856505859571,40.3548168143725,-3.7412681156841843,676.3272410516205
1771579856600559251,40.354816810065905,-3.7412681161773533,676.327102169961
1771579856700966012,40.3548168320859,-3.7412681206496536,676.3282496031962
1771579856800408559,40.35481682144387,-3.7412681189387165,676.3277632214649
1771579856900843438,40.35481680176477,-3.741268115675427,676.3267565835575
1771579857000468262,40.3548167741498,-3.7412681135867905,676.3261130276214
1771579857100867324,40.354816745006254,-3.7412681125613503,676.3261116880167
1771579857200412484,40.3548167175777,-3.7412681092745785,676.3261372703868
1771579857300841478,40.35481668488484,-3.741268107050675,676.3258169705744
1771579857400458184,40.354816635800475,-3.7412681060326323,676.3256868766258
1771579857501394691,40.35481656715764,-3.7412681003068067,676.3258302657725
1771579857600680325,40.354816478890186,-3.741268089758249,676.3258584816964
1771579857701177930,40.35481641412276,-3.7412680715806066,676.3253664164721
1771579857800634614,40.35481625935837,-3.741268055864663,676.324981821084
1771579857900938800,40.354816062130645,-3.741268032576942,676.3251217297542
1771579858000536975,40.35481582774938,-3.7412680014356443,676.3254776160596
1771579858100750766,40.3548155603805,-3.7412679662671713,676.3256518351229
1771579858200287774,40.354815257734096,-3.7412679346501485,676.3259292946191
1771579858300686573,40.35481491989845,-3.7412679010687575,676.3262268782771
1771579858400381065,40.354814550970076,-3.741267856591916,676.326347703155
1771579858505785126,40.35481414888701,-3.7412678078462474,676.326431104409
1771579858600491495,40.354813711485534,-3.7412677543568402,676.3267946877734
1771579858700795629,40.35481328386605,-3.741267669875338,676.3249622573586
1771579858800259228,40.35481277395994,-3.7412676155545554,676.3247409476023
1771579858900778856,40.35481221882441,-3.741267559836668,676.3249649787471
1771579859000365459,40.35481162356358,-3.741267489783308,676.3252621484962
1771579859100873065,40.3548109881213,-3.7412674146419516,676.3256761250431
